,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,13.0,349.0,10.0,348.0,17.0,122.0,21.0,103.0,58.0,182.0,48.0,182.0,2130.0,720.0
1,13.0,568.0,10.0,129.0,19.0,112.0,16.0,68.0,58.0,182.0,48.0,103.0,1893.0,720.0
2,13.0,349.0,10.0,348.0,20.0,96.0,15.0,114.0,58.0,182.0,48.0,182.0,2130.0,720.0
3,13.0,310.0,89.0,308.0,17.0,119.0,33.0,95.0,58.0,181.0,165.0,181.0,2472.0,720.0
4,13.0,10.0,10.0,687.0,22.0,15.0,16.0,114.0,58.0,24.0,48.0,182.0,1182.0,720.0
5,13.0,349.0,10.0,348.0,19.0,114.0,13.0,108.0,58.0,182.0,48.0,182.0,2130.0,720.0
6,13.0,568.0,10.0,129.0,16.0,115.0,11.0,51.0,58.0,182.0,48.0,103.0,1893.0,720.0
7,93.0,309.0,10.0,308.0,56.0,102.0,16.0,112.0,175.0,181.0,48.0,181.0,2823.0,720.0
8,13.0,349.0,10.0,348.0,20.0,114.0,13.0,110.0,58.0,182.0,48.0,182.0,2130.0,720.0
9,13.0,349.0,10.0,348.0,15.0,110.0,13.0,107.0,58.0,182.0,48.0,182.0,2130.0,720.0
10,13.0,349.0,10.0,348.0,23.0,97.0,17.0,121.0,58.0,182.0,48.0,182.0,2130.0,720.0
11,74.0,289.0,69.0,288.0,49.0,108.0,45.0,105.0,172.0,178.0,161.0,178.0,3117.0,720.0
12,13.0,349.0,10.0,348.0,16.0,121.0,15.0,115.0,58.0,182.0,48.0,182.0,2130.0,720.0
13,13.0,10.0,10.0,687.0,13.0,15.0,11.0,112.0,58.0,24.0,48.0,182.0,1182.0,720.0
14,13.0,349.0,10.0,348.0,19.0,118.0,17.0,109.0,58.0,182.0,48.0,182.0,2130.0,720.0
15,13.0,310.0,89.0,308.0,18.0,106.0,56.0,117.0,58.0,181.0,165.0,181.0,2472.0,720.0
16,13.0,349.0,10.0,348.0,22.0,111.0,12.0,103.0,58.0,182.0,48.0,182.0,2130.0,720.0
17,13.0,349.0,10.0,348.0,12.0,109.0,17.0,101.0,58.0,182.0,48.0,182.0,2130.0,720.0
18,13.0,349.0,10.0,348.0,20.0,119.0,9.0,104.0,58.0,182.0,48.0,182.0,2130.0,720.0
19,13.0,687.0,10.0,10.0,12.0,117.0,13.0,14.0,58.0,182.0,48.0,24.0,1656.0,720.0
20,13.0,349.0,10.0,348.0,21.0,117.0,12.0,114.0,58.0,182.0,48.0,182.0,2130.0,720.0
21,13.0,349.0,10.0,348.0,19.0,117.0,12.0,104.0,58.0,182.0,48.0,182.0,2130.0,720.0
22,13.0,349.0,10.0,348.0,15.0,107.0,21.0,115.0,58.0,182.0,48.0,182.0,2130.0,720.0
23,13.0,687.0,10.0,10.0,22.0,111.0,17.0,13.0,58.0,182.0,48.0,24.0,1656.0,720.0
24,13.0,349.0,10.0,348.0,16.0,111.0,8.0,114.0,58.0,182.0,48.0,182.0,2130.0,720.0
25,13.0,687.0,10.0,10.0,15.0,98.0,15.0,15.0,58.0,182.0,48.0,24.0,1656.0,720.0
26,13.0,349.0,10.0,348.0,23.0,100.0,16.0,98.0,58.0,182.0,48.0,182.0,2130.0,720.0
27,13.0,349.0,10.0,348.0,16.0,118.0,14.0,113.0,58.0,182.0,48.0,182.0,2130.0,720.0
