,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,13.0,349.0,10.0,348.0,21.0,107.0,13.0,111.0,58.0,182.0,48.0,182.0,2130.0,720.0
1,13.0,230.0,10.0,467.0,18.0,73.0,13.0,118.0,58.0,103.0,48.0,182.0,1656.0,720.0
2,13.0,230.0,10.0,467.0,20.0,61.0,14.0,107.0,58.0,103.0,48.0,182.0,1656.0,720.0
3,13.0,349.0,10.0,348.0,18.0,104.0,8.0,116.0,58.0,182.0,48.0,182.0,2130.0,720.0
4,13.0,349.0,10.0,348.0,13.0,104.0,12.0,111.0,58.0,182.0,48.0,182.0,2130.0,720.0
5,13.0,230.0,10.0,467.0,22.0,59.0,13.0,110.0,58.0,103.0,48.0,182.0,1656.0,720.0
6,13.0,349.0,10.0,348.0,20.0,112.0,13.0,116.0,58.0,182.0,48.0,182.0,2130.0,720.0
7,13.0,687.0,10.0,10.0,20.0,108.0,17.0,15.0,58.0,182.0,48.0,24.0,1656.0,720.0
8,13.0,687.0,10.0,10.0,20.0,110.0,11.0,16.0,58.0,182.0,48.0,24.0,1656.0,720.0
9,13.0,349.0,10.0,348.0,17.0,106.0,12.0,113.0,58.0,182.0,48.0,182.0,2130.0,720.0
10,13.0,349.0,10.0,348.0,19.0,108.0,12.0,124.0,58.0,182.0,48.0,182.0,2130.0,720.0
11,93.0,309.0,10.0,308.0,59.0,98.0,21.0,110.0,175.0,181.0,48.0,181.0,2823.0,720.0
12,13.0,349.0,10.0,348.0,13.0,114.0,14.0,106.0,58.0,182.0,48.0,182.0,2130.0,720.0
13,13.0,349.0,10.0,348.0,18.0,112.0,15.0,101.0,58.0,182.0,48.0,182.0,2130.0,720.0
14,13.0,310.0,89.0,308.0,10.0,111.0,49.0,97.0,58.0,181.0,165.0,181.0,2472.0,720.0
15,13.0,349.0,10.0,348.0,14.0,112.0,13.0,110.0,58.0,182.0,48.0,182.0,2130.0,720.0
16,13.0,349.0,10.0,348.0,15.0,115.0,14.0,110.0,58.0,182.0,48.0,182.0,2130.0,720.0
17,13.0,349.0,10.0,348.0,19.0,116.0,14.0,111.0,58.0,182.0,48.0,182.0,2130.0,720.0
18,13.0,349.0,10.0,348.0,18.0,109.0,13.0,113.0,58.0,182.0,48.0,182.0,2130.0,720.0
19,13.0,349.0,10.0,348.0,23.0,107.0,14.0,112.0,58.0,182.0,48.0,182.0,2130.0,720.0
20,13.0,349.0,10.0,348.0,22.0,104.0,13.0,120.0,58.0,182.0,48.0,182.0,2130.0,720.0
21,13.0,568.0,10.0,129.0,18.0,108.0,13.0,68.0,58.0,182.0,48.0,103.0,1893.0,720.0
22,13.0,349.0,10.0,348.0,14.0,108.0,8.0,105.0,58.0,182.0,48.0,182.0,2130.0,720.0
23,13.0,230.0,10.0,467.0,14.0,67.0,17.0,97.0,58.0,103.0,48.0,182.0,1656.0,720.0
24,13.0,349.0,10.0,348.0,17.0,114.0,18.0,95.0,58.0,182.0,48.0,182.0,2130.0,720.0
25,13.0,349.0,10.0,348.0,24.0,113.0,8.0,108.0,58.0,182.0,48.0,182.0,2130.0,720.0
26,13.0,349.0,10.0,348.0,13.0,103.0,19.0,115.0,58.0,182.0,48.0,182.0,2130.0,720.0
27,13.0,310.0,89.0,308.0,7.0,112.0,58.0,108.0,58.0,181.0,165.0,181.0,2472.0,720.0
28,13.0,687.0,10.0,10.0,18.0,112.0,20.0,11.0,58.0,182.0,48.0,24.0,1656.0,720.0
29,13.0,349.0,10.0,348.0,18.0,113.0,14.0,101.0,58.0,182.0,48.0,182.0,2130.0,720.0
30,13.0,10.0,10.0,687.0,18.0,13.0,17.0,113.0,58.0,24.0,48.0,182.0,1182.0,720.0
31,13.0,468.0,10.0,229.0,17.0,106.0,17.0,76.0,58.0,182.0,48.0,103.0,1893.0,720.0
32,13.0,349.0,10.0,348.0,21.0,114.0,12.0,118.0,58.0,182.0,48.0,182.0,2130.0,720.0
33,13.0,349.0,10.0,348.0,22.0,108.0,16.0,111.0,58.0,182.0,48.0,182.0,2130.0,720.0
34,13.0,687.0,10.0,10.0,19.0,117.0,11.0,15.0,58.0,182.0,48.0,24.0,1656.0,720.0
35,13.0,349.0,10.0,348.0,19.0,105.0,13.0,100.0,58.0,182.0,48.0,182.0,2130.0,720.0
36,13.0,349.0,10.0,348.0,11.0,117.0,10.0,109.0,58.0,182.0,48.0,182.0,2130.0,720.0
37,13.0,349.0,10.0,348.0,18.0,107.0,15.0,113.0,58.0,182.0,48.0,182.0,2130.0,720.0
38,13.0,10.0,10.0,687.0,11.0,17.0,15.0,93.0,58.0,24.0,48.0,182.0,1182.0,720.0
39,13.0,349.0,10.0,348.0,13.0,112.0,10.0,114.0,58.0,182.0,48.0,182.0,2130.0,720.0
40,13.0,349.0,10.0,348.0,14.0,107.0,16.0,118.0,58.0,182.0,48.0,182.0,2130.0,720.0
41,13.0,10.0,10.0,687.0,14.0,14.0,17.0,99.0,58.0,24.0,48.0,182.0,1182.0,720.0
42,13.0,568.0,10.0,129.0,25.0,112.0,17.0,63.0,58.0,182.0,48.0,103.0,1893.0,720.0
43,13.0,349.0,10.0,348.0,16.0,112.0,10.0,104.0,58.0,182.0,48.0,182.0,2130.0,720.0
44,13.0,349.0,10.0,348.0,23.0,113.0,16.0,114.0,58.0,182.0,48.0,182.0,2130.0,720.0
45,13.0,687.0,10.0,10.0,24.0,110.0,10.0,17.0,58.0,182.0,48.0,24.0,1656.0,720.0
46,13.0,349.0,10.0,348.0,17.0,113.0,16.0,115.0,58.0,182.0,48.0,182.0,2130.0,720.0
